id,tokens,pos_tags,chunk_tags,ner_tags
86,"['Shearer' ""'s"" 'Euro' '96' 'striking' 'partner' 'Teddy' 'Sheringham'
 'withdrew' 'from' 'the' 'squad' 'with' 'an' 'injury' 'on' 'Friday' '.']",[22 27 22 11 16 21 22 22 38 15 12 21 15 12 21 15 22  7],[11 11 12 12 12 12 12 12 21 13 11 12 13 11 12 13 11  0],[1 0 7 8 0 0 1 2 0 0 0 0 0 0 0 0 0 0]
87,"['He' 'will' 'probably' 'be' 'replaced' 'by' 'Shearer' ""'s"" 'Newcastle'
 'team' 'mate' 'Les' 'Ferdinand' '.']",[28 20 30 37 40 15 22 27 22 21 21 22 22  7],[11 21 22 22 22 13 11 11 12 12 12 12 12  0],[0 0 0 0 0 0 1 0 3 0 0 1 2 0]
88,['BASKETBALL' '-' 'INTERNATIONAL' 'TOURNAMENT' 'RESULT' '.'],[22  8 22 22 22  7],[11  0 11 12 12  0],[0 0 0 0 0 0]
89,['BELGRADE' '1996-08-30'],[37 11],[21 11],[5 0]
90,['Result' 'in' 'an' 'international'],[21 15 12 16],[11 13 11 12],[0 0 0 0]
91,['basketball' 'tournament' 'on' 'Friday' ':'],[21 21 15 22  8],[11 12 13 11  0],[0 0 0 0 0]
92,"['Red' 'Star' '(' 'Yugoslavia' ')' 'beat' 'Dinamo' '(' 'Russia' ')'
 '92-90' '(' 'halftime']",[22 22  4 22  5 37 22  4 22  5 11  4 21],[11 12  0 11  0 21 11  0 11  0 11 12 12],[3 4 0 5 0 0 3 0 5 0 0 0 0]
93,['47-47' ')'],[11  5],[3 0],[0 0]
94,['SOCCER' '-' 'ROMANIA' 'BEAT' 'LITHUANIA' 'IN' 'UNDER-21' 'MATCH' '.'],[21  8 22 21 22 15 22 22  7],[11  0 11  7 11 13 11 12  0],[0 0 5 0 5 0 0 0 0]
95,['BUCHAREST' '1996-08-30'],[30 11],[11 12],[5 0]
96,"['Romania' 'beat' 'Lithuania' '2-1' '(' 'halftime' '1-1' ')' 'in' 'their'
 'European' 'under-21' 'soccer' 'match' 'on' 'Friday' '.']",[22 38 22 11  4 21 11  5 15 29 16 16 21 21 15 22  7],[11 21 11 12 12 12 12  0 13 11 12 12 12 12 13 11  0],[5 0 5 0 0 0 0 0 0 0 7 0 0 0 0 0 0]
97,['Scorers' ':'],[24  8],[11  0],[0 0]
98,"['Romania' '-' 'Cosmin' 'Contra' '(' '31st' ')' ',' 'Mihai' 'Tararache'
 '(' '75th' ')']",[22  8 22 22  4 11  5  6 22 22  4 16  5],[11  0 11 12  0 11  0  0 11 12  0 11  0],[5 0 1 2 0 0 0 0 1 2 0 0 0]
99,['Lithuania' '-' 'Danius' 'Gleveckas' '(' '13rd' ')'],[22  8 22 22  4 11  5],[11  0 11 12  0 11  0],[5 0 1 2 0 0 0]
100,['Attendance' ':' '200'],[21  8 11],[11  0 11],[0 0 0]
101,"['SOCCER' '-' 'ROTOR' 'FANS' 'LOCKED' 'OUT' 'AFTER' 'VOLGOGRAD' 'VIOLENCE'
 '.']",[21  8 21 42 22 22 22 22 22  7],[11  0 11 21 11 12 12 12 12  0],[0 0 3 0 0 0 0 5 0 0]
102,['MOSCOW' '1996-08-30'],[30 11],[ 3 11],[5 0]
103,"['Rotor' 'Volgograd' 'must' 'play' 'their' 'next' 'home' 'game' 'behind'
 'closed' 'doors' 'after' 'fans' 'hurled' 'bottles' 'and' 'stones' 'at'
 'Dynamo' 'Moscow' 'players' 'during' 'a' '1-0' 'home' 'defeat' 'on'
 'Saturday' 'that' 'ended' 'Rotor' ""'s"" 'brief' 'spell' 'as' 'league'
 'leaders' '.']","[22 22 20 37 29 16 21 21 15 16 24 15 24 38 24 10 24 15 22 22 24 15 12 11
 21 37 15 22 43 38 22 27 16 21 15 21 24  7]","[11 12 21 22 11 12 12 12 13 11 12 17 11 21 11 12 12 13 11 12 12 13 11 12
 12 21 13 11 11 21 11 11 12 12 17 11 12  0]","[3 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 4 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0
 0]"
104,"['The' 'head' 'of' 'the' 'Russian' 'league' ""'s"" 'disciplinary'
 'committee' ',' 'Anatoly' 'Gorokhovsky' ',' 'said' 'on' 'Friday' 'that'
 'Rotor' 'would' 'play' 'Lada' 'Togliatti' 'to' 'empty' 'stands' 'on'
 'September' '3' '.']","[12 21 15 12 16 21 27 16 21  6 22 22  6 38 15 22 15 22 20 37 22 22 35 16
 42 15 22 11  7]","[11 12 13 11 12 12 11 12 12  0 11 12  0 21 13 11 17 11 21 22 11 12 21 22
 22 13 11 12  0]",[0 0 0 0 7 0 0 0 0 0 1 2 0 0 0 0 0 3 0 0 3 4 0 0 0 0 0 0 0]
105,"['The' 'club' ',' 'who' 'put' 'Manchester' 'United' 'out' 'of' 'last'
 'year' ""'s"" 'UEFA' 'Cup' ',' 'were' 'fined' '$' '1,000' '.']",[12 21  6 44 38 22 22 15 15 16 21 27 22 22  6 38 40  3 11  7],[11 12  0 11 21 11 12 13 13 11 12 11 12 12  0 21 22 11 12  0],[0 0 0 0 0 3 4 0 0 0 0 0 7 8 0 0 0 0 0 0]
106,"['Despite' 'the' 'defeat' ',' 'Rotor' 'are' 'well' 'placed' 'with' '11'
 'games' 'to' 'play' 'in' 'the' 'championship' '.']",[15 12 21  6 21 41 30 40 15 11 24 35 37 15 12 21  7],[13 11 12  0 11 21  1  2 13 11 12 21 22 13 11 12  0],[0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0]
107,"['Lying' 'three' 'points' 'behind' 'Alania' 'and' 'two' 'behind' 'Dynamo'
 'Moscow' ',' 'the' 'Volgograd' 'side' 'have' 'a' 'game' 'in' 'hand'
 'over' 'the' 'leaders' 'and' 'two' 'over' 'the' 'Moscow' 'club' '.']","[39 11 24 15 22 10 11 15 22 22  6 12 22 21 37 12 21 15 21 15 12 24 10 11
 15 12 22 21  7]","[21 11 12 13 11  0 11 13 11 12  0 11 12 12 21 11 12 13 11 13 11 12  0 11
 13 11 12 12  0]",[0 0 0 0 3 0 0 0 3 4 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0]
108,"['BOXING' '-' 'PANAMA' ""'S"" 'ROBERTO' 'DURAN' 'FIGHTS' 'THE' 'SANDS' 'OF'
 'TIME' '.']",[39  8 22 27 22 22 22 22 22 15 21  7],[21  0 11 11 12 12 12 12 12 13 11  0],[0 0 5 0 1 2 0 0 0 0 0 0]
109,['PANAMA' 'CITY' '1996-08-30'],[22 22 11],[11 12 12],[5 6 0]
110,"['Panamanian' 'boxing' 'legend' 'Roberto' '""' 'Hands' 'of' 'Stone' '""'
 'Duran' 'climbs' 'into' 'the' 'ring' 'on' 'Saturday' 'in' 'another'
 'age-defying' 'attempt' 'to' 'sustain' 'his' 'long' 'career' '.']","[16 21 21 22  0 24 15 22  0 16 24 15 12 21 15 22 15 12 16 21 35 37 29 16
 21  7]","[11 12 12 12  0 11 13 11  0 11 12 13 11 12 13 11 13 11 12 12 21 22 11 12
 12  0]",[7 0 0 1 2 2 2 2 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
111,"['Duran' ',' '45' ',' 'takes' 'on' 'little-known' 'Mexican' 'Ariel' 'Cruz'
 ',' '30' ',' 'in' 'a' 'super' 'middleweight' 'non-title' 'bout' 'in'
 'Panama' 'City' '.']",[22  6 11  6 42 15 16 16 22 22  6 11  6 15 12 16 21 21 21 15 22 22  7],[11  0 11  0 21 13 11 12 12 12  0 11  0 13 11 12 12 12 12 13 11 12  0],[1 0 0 0 0 0 0 7 1 2 0 0 0 0 0 0 0 0 0 0 5 6 0]
112,"['The' 'fight' ',' 'Duran' ""'s"" 'first' 'on' 'home' 'soil' 'for' '10'
 'years' ',' 'is' 'being' 'billed' 'here' 'as' 'the' '""' 'Return' 'of'
 'the' 'Legend' '""' 'and' 'Duran' 'still' 'talks' 'as' 'if' 'he' 'was'
 'in' 'his' 'prime' '.']","[12 21  6 22 27 16 15 21 21 15 11 24  6 42 39 40 30 15 12  0 21 15 12 22
  0 10 22 30 24 15 15 28 38 15 29 16  7]","[11 12  0 11 11 12 13 11 12 13 11 12  0 21 22 22  3 17 11  0 11 13 11 12
  0  0 11  3 11 17 18 11 21 13 11 12  0]",[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 8 8 8 0 0 1 0 0 0 0 0 0 0 0 0 0]
113,"['""' 'I' 'want' 'a' 'fifth' 'title' '.']",[ 0 28 41 12 16 21  7],[ 0 11 21 11 12 12  0],[0 0 0 0 0 0 0]
114,['This' 'match' 'is' 'to' 'prepare' 'me' '.'],[12 21 42 35 37 28  7],[11 12 21 21 22 11  0],[0 0 0 0 0 0 0]
115,['I' 'feel' 'good' '.'],[28 37 16  7],[11 21  1  0],[0 0 0 0]
116,"['I' ""'m"" 'not' 'retiring' ',' '""' 'Duran' 'told' 'Reuters' '.']",[28 41 30 39  6  0 16 38 22  7],[11 21 22 22  0  0 11 21 11  0],[0 0 0 0 0 0 1 0 3 0]
117,"['But' 'those' 'close' 'to' 'the' 'boxer' 'acknowledge' 'that' 'the' 'man'
 'who' 'has' 'won' 'championships' 'in' 'four' 'different' 'weight'
 'classes' '--' 'lightweight' ',' 'welterweight' ',' 'junior'
 'middleweight' 'and' 'middleweight' '--' 'is' 'drawing' 'close' 'to'
 'the' 'end' 'of' 'his' 'career' '.']","[10 12 16 35 12 21 41 15 12 21 44 42 40 24 15 11 16 21 24  8 16  6 40  6
 16 21 10 21  8 42 39 16 35 12 21 15 29 21  7]","[ 0 11  3 13 11 12 21 17 11 12 11 21 22 11 13 11 12 12 12  0  1  0 21  0
 11 12  0 11  0 21 22  1 13 11 12 13 11 12  0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0]"
118,"['""' 'Each' 'time' 'he' 'fights' ',' 'he' ""'s"" 'on' 'the' 'last'
 'frontier' 'of' 'his' 'career' '.']",[ 0 12 21 28 42  6 28 42 15 12 16 21 15 29 21  7],[ 0 11 12 11 21  0 11 21 13 11 12 12 13 11 12  0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
119,"['If' 'he' 'loses' 'Saturday' ',' 'it' 'could' 'devalue' 'his' 'position'
 'as' 'one' 'of' 'the' 'world' ""'s"" 'great' 'boxers' ',' '""' 'Panamanian'
 'Boxing' 'Association' 'President' 'Ramon' 'Manzanares' 'said' '.']","[15 28 42 22  6 28 20 37 29 21 15 11 15 12 21 27 16 24  6  0 16 22 22 22
 22 22 38  7]","[17 11 21 11  0 11 21 22 11 12 13 11 13 11 12 11 12 12  0  0 11 12 12 12
 12 12 21  0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 3 4 0 1 2 0 0]
120,"['Duran' ',' 'whose' '97-12' 'record' 'spans' 'three' 'decades' ','
 'hopes' 'a' 'win' 'in' 'the' '10-round' 'bout' 'will' 'earn' 'him' 'a'
 'rematch' 'against' 'Puerto' 'Rico' ""'s"" 'Hector' '""' 'Macho' '""'
 'Camacho' '.']","[22  6 45 11 21 24 11 24  6 42 12 41 15 12 16 21 20 37 28 12 21 15 22 22
 27 22  0 22  0 21  7]","[11  0 11 12 12 12 11 12  0 21 11 21 13 11 12 12 21 22 11 11 12 13 11 12
 11 12  0 11  0 11  0]",[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 6 0 1 2 2 2 2 0]
121,"['Camacho' 'took' 'a' 'controversial' 'points' 'decision' 'against' 'the'
 'Panamanian' 'in' 'Atlantic' 'City' 'in' 'June' 'in' 'a' 'title' 'fight'
 '.']",[22 38 12 16 24 21 15 12 16 15 22 22 15 22 15 12 21 21  7],[11 21 11 12 12 12 13 11 12 13 11 12 13 11 13 11 12 12  0],[1 0 0 0 0 0 0 0 7 0 5 6 0 0 0 0 0 0 0]
122,['SQUASH' '-' 'HONG' 'KONG' 'OPEN' 'QUARTER-FINAL' 'RESULTS' '.'],[22  8 22 22 22 22 24  7],[11  0 11 12  0 11 12  0],[0 0 7 8 8 0 0 0]
123,['HONG' 'KONG' '1996-08-30'],[15 39 11],[13 21 11],[5 6 0]
124,"['Quarter-final' 'results' 'in' 'the' 'Hong' 'Kong' 'Open' 'on' 'Friday'
 '(' 'prefix' 'number' 'denotes' 'seeding' ')' ':' '1' '-' 'Jansher'
 'Khan' '(' 'Pakistan' ')' 'beat' 'Mark' 'Cairns' '(' 'England' ')'
 '15-10' '15-6' '15-7']","[16 24 15 12 22 22 22 15 22  4 16 21 42 21  5  8 11  8 22 22  4 22  5 37
 22 24  4 22  5 16 11 11]","[11 12 13 11 12 12 12 13 11  0 11 12 21 11  0  0 11 12 12 12  0 11  0 21
 11 12  0 11  0 11 12  3]",[0 0 0 0 7 8 8 0 0 0 0 0 0 0 0 0 0 0 1 2 0 5 0 0 1 2 0 5 0 0 0 0]
125,"['Anthony' 'Hill' '(' 'Australia' ')' 'beat' 'Dan' 'Jenson' '('
 'Australia' ')' '15-9' '15-8' '15-17' '17-15']",[22 22  4 22  5 37 22 22  4 22  5 11 11 21 11],[11 12  0 11  0 21 11 12  0 11  0 11 12  3 11],[1 2 0 5 0 0 1 2 0 5 0 0 0 0 0]
126,"['4' '-' 'Peter' 'Nicol' '(' 'Scotland' ')' 'beat' '7' '-' 'Chris'
 'Walker' '(' 'England' ')' '15-8' '15-13' '13-15' '15-9']",[11  8 22 22  4 22  5 37 11  8 22 22  4 22  5 11 11 11 16],[11 12 12 12  0 11  0 21 11 12 12 12  0 11  0 11 12 12 12],[0 0 1 2 0 5 0 0 0 0 1 2 0 5 0 0 0 0 0]
127,"['2' '-' 'Rodney' 'Eyles' '(' 'Australia' ')' 'beat' 'Derek' 'Ryan' '('
 'Ireland' ')' '15-6' '15-9' '11-15' '15-10' '.']",[11  8 22 23  4 22  5 37 22 22  4 22  5 11 16 11 21  7],[11 12 12 12  0 11  0 21 11 12  0 11  0 11 12 12  3  0],[0 0 1 2 0 5 0 0 1 2 0 5 0 0 0 0 0 0]
128,['SOCCER' '-' 'RESULTS' 'OF' 'SOUTH' 'KOREAN' 'PRO-SOCCER' 'GAMES' '.'],[21  8 24 15 22 16 21 42  7],[11  0 11 13 11 12 12 21  0],[0 0 0 0 7 8 0 0 0]
129,['SEOUL' '1996-08-30'],[37 11],[21 11],[5 0]
130,['Results' 'of' 'South' 'Korean' 'pro-soccer'],[24 15 16 16 21],[11 13 11 12 12],[0 0 7 8 0]
131,['games' 'played' 'on' 'Thursday' '.'],[24 40 15 22  7],[11 21 13 11  0],[0 0 0 0 0]
132,['Pohang' '3' 'Ulsan' '2' '(' 'halftime' '1-0' ')'],[39 11 16 11  4 21 11  5],[21 11 12 12 12 12 12  0],[3 0 3 0 0 0 0 0]
133,['Puchon' '2' 'Chonbuk' '1' '(' 'halftime' '1-1' ')'],[21 11 22 11  4 21 16  5],[11 12 12 12 12 12  3  0],[3 0 3 0 0 0 0 0]
134,"['Standings' 'after' 'games' 'played' 'on' 'Thursday' '(' 'tabulate'
 'under' '-']",[24 15 24 40 15 22  4 21 15  8],[11 17 11 21 13 11  0 11 13  0],[0 0 0 0 0 0 0 0 0 0]
135,"['won' ',' 'drawn' ',' 'lost' ',' 'goals' 'for' ',' 'goals' 'against' ','
 'points' ')' ':']",[38  6 40  6 38  6 24 15  6 24 15  6 42  5  8],[21 21 22  0 21  0 11 13  0 11 13  0 21  0  0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
136,['W' 'D' 'L' 'G' '/' 'F' 'G' '/' 'A' 'P'],[22 22 22 22 34 21 22 34 12 21],[11 12 12 12  0 11 12  0 11 12],[0 0 0 0 0 0 0 0 0 0]
137,['Puchon' '3' '1' '0' '6' '1' '10'],[21 11 11 11 11 11 11],[11 12 12 12 12 12 12],[3 0 0 0 0 0 0]
138,['Chonan' '3' '0' '1' '13' '10' '9'],[21 11 11 11 11 11 11],[11 12 12 12 12 12 12],[3 0 0 0 0 0 0]
139,['Pohang' '2' '1' '1' '11' '10' '7'],[39 11 11 11 11 11 11],[21 11 12 12 12 12 12],[3 0 0 0 0 0 0]
140,['Suwan' '1' '3' '0' '7' '3' '6'],[16 11 11 11 11 11 11],[11 12 12 12 12 12 12],[3 0 0 0 0 0 0]
141,['Ulsan' '1' '0' '2' '8' '9' '3'],[21 11 11 11 11 11 11],[11 12 12 12 12 12 12],[3 0 0 0 0 0 0]
142,['Anyang' '0' '3' '1' '6' '9' '3'],[39 11 11 11 11 11 11],[21 11 12 12 12 12 12],[3 0 0 0 0 0 0]
143,['Chonnam' '0' '2' '1' '4' '5' '2'],[22 11 11 11 11 11 11],[11 12 12 12 12 12 12],[3 0 0 0 0 0 0]
144,['Pusan' '0' '2' '1' '3' '7' '2'],[21 11 11 11 11 11 11],[11 12 12 12 12 12 12],[3 0 0 0 0 0 0]
145,['Chonbuk' '0' '0' '3' '3' '7' '0'],[22 11 11 11 11 11 11],[11 12 12 12 12 12 12],[3 0 0 0 0 0 0]
146,['BASEBALL' '-' 'RESULTS' 'OF' 'S.' 'KOREAN' 'PROFESSIONAL' 'GAMES' '.'],[22  8 24 15 22 16 16 24  7],[11  0 11 13 11 12 12 12  0],[0 0 0 0 7 8 0 0 0]
147,['SEOUL' '1996-08-30'],[37 11],[21 11],[5 0]
148,['Results' 'of' 'South' 'Korean'],[24 15 16 16],[11 13 11 12],[0 0 7 8]
149,['professional' 'baseball' 'games' 'played' 'on' 'Thursday' '.'],[16 21 24 40 15 22  7],[11 12 12 21 13 11  0],[0 0 0 0 0 0 0]
150,['LG' '2' 'OB' '0'],[39 11 15 11],[21 11 13 11],[3 0 3 0]
151,['Lotte' '6' 'Hyundai' '2'],[22 11 22 11],[11 12 12 12],[3 0 3 0]
152,['Hyundai' '6' 'Lotte' '5'],[22 11 22 11],[11 12 12 12],[3 0 3 0]
153,['Haitai' '2' 'Samsung' '0'],[22 11 22 11],[11 12 12 12],[3 0 3 0]
154,['Samsung' '10' 'Haitai' '3'],[22 11 22 11],[11 12 12 12],[3 0 3 0]
155,['Hanwha' '6' 'Ssangbangwool' '5'],[22 11 23 11],[11 12 12 12],[3 0 3 0]
156,"['Note' '-' 'Lotte' 'and' 'Hyundai' ',' 'Haitai' 'and' 'Samsung' 'played'
 'two' 'games' '.']",[37  8 21 10 22  6 22 10 22 38 11 24  7],[21  0 11  0 11  0 11 12 12 21 11 12  0],[0 0 3 0 3 0 3 0 3 0 0 0 0]
157,"['Standings' 'after' 'games' 'played' 'on' 'Thursday' '(' 'tabulate'
 'under']",[24 15 24 40 15 22  4 21 15],[11 17 11 21 13 11  0 11 13],[0 0 0 0 0 0 0 0 0]
158,"['won' ',' 'drawn' ',' 'lost' ',' 'winning' 'percentage' ',' 'games'
 'behind' 'first' 'place' ')']",[38  6 40  6 38  6 39 21  6 24 15 16 21  5],[21 21 22  0 21  0 21 11  0 11 13 11 12  0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0]
159,['W' 'D' 'L' 'PCT' 'GB'],[22 22 22 22 22],[11 12 12 12 12],[0 0 0 0 0]
160,['Haitai' '64' '2' '43' '.596' '-'],[22 11 11 11 11  8],[11 12 12 12 12 12],[3 0 0 0 0 0]
161,['Ssangbangwool' '59' '2' '49' '.545' '5' '1/2'],[21 11 11 11 11 11 11],[11 12 12 12 12 12 12],[3 0 0 0 0 0 0]
162,['Hanwha' '58' '1' '49' '.542' '6'],[22 11 11 11 11 11],[11 12 12 12 12 12],[3 0 0 0 0 0]
163,['Hyundai' '57' '5' '49' '.536' '6' '1/2'],[22 11 11 11 11 11 11],[11 12 12 12 12 12 12],[3 0 0 0 0 0 0]
164,['Samsung' '49' '5' '56' '.468' '14'],[22 11 11 11 11 11],[11 12 12 12 12 12],[3 0 0 0 0 0]
165,['Lotte' '46' '6' '54' '.462' '14' '1/2'],[22 11 11 11 11 11 11],[11 12 12 12 12 12 12],[3 0 0 0 0 0 0]
166,['LG' '46' '5' '59' '.441' '17'],[39 11 11 11 11 11],[21 11 12 12 12 12],[3 0 0 0 0 0]
167,['OB' '42' '6' '62' '.409' '20' '1/2'],[22 11 11 11 11 11 11],[11 12 12 12 12 12 12],[3 0 0 0 0 0 0]
168,"['TENNIS' '-' 'FRIDAY' ""'S"" 'RESULTS' 'FROM' 'THE' 'U.S.' 'OPEN' '.']",[24  8 22 27 24 22 22 22 22  7],[11  0 11 11 12 12 12 12 12  0],[0 0 0 0 0 0 0 7 8 0]
169,['NEW' 'YORK' '1996-08-30'],[22 22 11],[11 12 12],[5 6 0]
170,"['Results' 'from' 'the' 'U.S.' 'Open' 'Tennis' 'Championships' 'at' 'the'
 'National' 'Tennis' 'Centre' 'on' 'Friday' '(' 'prefix' 'number'
 'denotes' 'seeding' ')' ':']",[24 15 12 22 22 22 22 15 12 22 22 22 15 22  4 16 21 42 21  5  8],[11 13 11 12 12 12 12 13 11 12 12 12 13 11  0 11 12 21 11  0  0],[0 0 0 7 8 8 8 0 0 5 6 6 0 0 0 0 0 0 0 0 0]
171,"['Women' ""'s"" 'singles' ',' 'third' 'round']",[24 27 24  6 16 21],[11 11 12  0 11 12],[0 0 0 0 0 0]
172,"['Sandrine' 'Testud' '(' 'France' ')' 'beat' 'Ines' 'Gorrochategui' '('
 'Argentina' ')' '4-6' '6-2' '6-1']",[22 22  4 22  5 37 22 22  4 22  5 30 11 16],[11 12  0 11  0 21 11 12  0 11  0 21 11  3],[1 2 0 5 0 0 1 2 0 5 0 0 0 0]
173,"['Men' ""'s"" 'singles' ',' 'second' 'round']",[21 27 24  6 16 21],[11 11 12  0 11 12],[0 0 0 0 0 0]
174,"['4' '-' 'Goran' 'Ivanisevic' '(' 'Croatia' ')' 'beat' 'Scott' 'Draper'
 '(' 'Australia' ')' '6-7' '(' '1-7' ')' '6-3' '6-4' '6-4']",[11  8 22 22  4 22  5 37 22 22  4 22  5 16  4 11  5 11 11 11],[11 12 12 12  0 11  0 21 11 12  0 11  0 11  0 11  0 11 12 12],[0 0 1 2 0 5 0 0 1 2 0 5 0 0 0 0 0 0 0 0]
175,"['Tim' 'Henman' '(' 'Britain' ')' 'beat' 'Doug' 'Flach' '(' 'U.S.' ')'
 '6-3' '6-4' '6-2']",[22 22  4 22  5 37 22 22  4 22  5 11 11 11],[11 12  0 11  0 21 11 12  0 11  0 11 12 12],[1 2 0 5 0 0 1 2 0 5 0 0 0 0]
176,"['Mark' 'Philippoussis' '(' 'Australia' ')' 'beat' 'Andrei' 'Olhovskiy'
 '(' 'Russia' ')' '6' '-' '3' '6-4' '6-2']",[22 22  4 22  5 37 22 22  4 22  5 11  8 11 11 11],[11 12  0 11  0 21 11 12  0 11  0 11 12 12 12 12],[1 2 0 5 0 0 1 2 0 5 0 0 0 0 0 0]
177,"['Sjeng' 'Schalken' '(' 'Netherlands' ')' 'beat' 'David' 'Rikl' '('
 'Czech' 'Republic' ')' '6' '-' '2' '6-4' '6-4']",[39 22  4 22  5 37 22 22  4 22 22  5 11  8 11 11 11],[21  0  0 11  0 21 11 12  0 11 12  0 11 12 12 12 12],[1 2 0 5 0 0 1 2 0 5 6 0 0 0 0 0 0]
178,"['Guy' 'Forget' '(' 'France' ')' 'beat' '17' '-' 'Felix' 'Mantilla' '('
 'Spain' ')' '6-4' '7-5' '6-3']",[22 37  4 22  5 37 11  8 22 22  4 22  5 11 11 11],[11 21  0 11  0 21 11 12 12 12  0 11  0 11 12 12],[1 2 0 5 0 0 0 0 1 2 0 5 0 0 0 0]
179,"['Men' ""'s"" 'singles' ',' 'second' 'round']",[21 27 24  6 16 21],[11 11 12  0 11 12],[0 0 0 0 0 0]
180,"['Alexander' 'Volkov' '(' 'Russia' ')' 'beat' 'Mikael' 'Tillstrom' '('
 'Sweden' ')' '1-6' '6-' '4' '6-1' '4-6' '7-6' '(' '10-8' ')']",[22 22  4 22  5 37 22 22  4 22  5 11 16 11 11 16 11  4 11  5],[11 12  0 11  0 21 11 12  0 11  0 11 12 12 12 12  3  0 11  0],[1 2 0 5 0 0 1 2 0 5 0 0 0 0 0 0 0 0 0 0]
181,"['Jonas' 'Bjorkman' '(' 'Sweden' ')' 'beat' 'David' 'Nainkin' '(' 'South'
 'Africa' ')' ')' '6-4' '6-1' '6-1']",[22 22  4 22  5 37 22 22  4 22 22  5  5 11 16 11],[11 12  0 11  0 21 11 12  0 11 12  0  0 11  3 11],[1 2 0 5 0 0 1 2 0 5 6 0 0 0 0 0]
182,"['Women' ""'s"" 'singles' ',' 'third' 'round']",[24 27 24  6 16 21],[11 11 12  0 11 12],[0 0 0 0 0 0]
183,"['8' '-' 'Lindsay' 'Davenport' '(' 'U.S.' ')' 'beat' 'Anne-Gaelle' 'Sidot'
 '(' 'France' ')' '6-0' '6-3']",[11  8 22 22  4 22  5 37 16 16  4 22  5 11 11],[11 12 12 12  0 11  0 21 11  1  0 11  0 11 12],[0 0 1 2 0 5 0 0 1 2 0 5 0 0 0]
184,"['4' '-' 'Conchita' 'Martinez' '(' 'Spain' ')' 'beat' 'Helena' 'Sukova'
 '(' 'Czech' 'Republic' ')' '6-4' '6-3']",[11  8 22 22  4 22  5 37 22 22  4 22 22  5 11 11],[11 12 12 12  0 11  0 21 11 12  0 11 12  0 11 12],[0 0 1 2 0 5 0 0 1 2 0 5 6 0 0 0]
185,"['Amanda' 'Coetzer' '(' 'South' 'Africa' ')' 'beat' 'Irina' 'Spirlea' '('
 'Romania' ')' '7-6' '(' '7-5' ')' '7-5']",[22 22  4 22 22  5 37 22 22  4 22  5 11  4 11  5 11],[11 12  0 11 12  0 21 11 12  0 11  0  3  0 11  0 11],[1 2 0 5 6 0 0 1 2 0 5 0 0 0 0 0 0]
186,"['Add' 'Men' ""'s"" 'singles' ',' 'second' 'round' '16' '-' 'Cedric'
 'Pioline' '(' 'France' ')' 'beat' 'Roberto' 'Carretero' '(' 'Spain' ')'
 '4-6' '6' '-' '2' '6-2' '6-1' 'Alex' 'Corretja' '(' 'Spain' ')' 'beat'
 'Filippo' 'Veglio' '(' 'Switzerland' ')' '6-7' '(' '4-' '7' ')' '6-4'
 '6-4' '6-0']","[37 21 27 24  6 16 21 11  8 22 22  4 22  5 37 22 22  4 22  5 30 11  8 11
 11 11 22 22  4 22  5 37 22 22  4 22  5 16  4 11 11  5 11 11 11]","[21 11 11 12  0 11 12 12 12 12 12  0 11  0 21 11 12  0 11  0 21 11 12 12
 12 12 11 12  0 11  0 21 11 12  0 11  0 11  0 11 12  0 11 12 12]","[0 0 0 0 0 0 0 0 0 1 2 0 5 0 0 1 2 0 5 0 0 0 0 0 0 0 1 2 0 5 0 0 1 2 0 5 0
 0 0 0 0 0 0 0 0]"
187,"['Add' 'Women' ""'s"" 'singles' ',' 'third' 'round' 'Linda' 'Wild' '('
 'U.S.' ')' 'beat' 'Barbara' 'Rittner' '(' 'Germany' ')' '6-4' '4-6' '7-5'
 'Asa' 'Carlsson' '(' 'Sweden' ')' 'beat' '15' '-' 'Gabriela' 'Sabatini'
 '(' 'Argentina' ')' '7-5' '3-6' '6-2']","[37 22 27 21  6 16 21 22 22  4 22  5 37 22 22  4 22  5 11 16 11 22 22  4
 22  5 37 11  8 22 22  4 22  5 11 11 11]","[21 11 11 12  0 11 12 12 12  0 11  0 21 11 12  0 11  0 11 12 12 12 12  0
 11  0 21 11 12 12 12  0 11  0 11 12 12]",[0 0 0 0 0 0 0 1 2 0 5 0 0 1 2 0 5 0 0 0 0 1 2 0 5 0 0 0 0 1 2 0 5 0 0 0 0]
